pub_year,1100,1102,1103,1104,1105,1106,1107,1108,1109,1110,1111,1302,1303,1304,1305,1306,1307,1308,1309,1310,1311,1312,1313,1314,1315,2402,2403,2404,2405,2406,2802,2803,2804,2805,2806,2807,2808,2809,3002,3003,3004,3005
1996,9802,11157,10413,6473,31019,21827,4027,486,14146,67944,8227,694,8925,5493,10365,15797,22130,7479,1420,4183,47789,144637,2134,4482,767,653,30842,5689,5714,4944,2942,1084,30255,20672,3991,6622,8029,3591,12,6545,9003,2951
1997,10387,11820,10836,6497,31102,22478,3911,482,14052,68427,8966,823,8982,5567,10406,16813,22576,7386,1478,4572,48728,146897,2326,4567,754,848,32681,6057,5898,5319,2950,1068,30511,21574,4337,7095,8726,3929,7,6334,8852,3091
1998,11069,11904,11399,6988,32888,25000,4271,544,15023,72786,9479,851,9287,5990,10955,16920,23649,7346,1489,4593,50718,152466,2550,4737,760,848,32619,6042,6657,5707,2975,1024,30252,22394,4447,7586,8622,3932,7,6293,9584,3101
1999,11620,12197,11482,6768,33150,25889,4386,560,15060,73764,9841,926,9058,5898,11128,17678,23888,7456,1620,4571,51816,156160,2745,4788,810,993,32884,6395,6213,5467,2888,1053,30344,23043,4287,7703,8746,4068,7,6098,9532,3094
2000,16812,19134,14827,7988,41656,32665,5742,706,19889,101838,14523,1106,9461,6170,12848,19773,26757,7620,1670,5208,60691,172743,2999,5432,846,1152,35940,7572,7479,6060,3003,1184,31837,25815,4756,7905,10070,4375,16,6169,11279,3342
2001,14427,15406,12865,7823,38284,30604,5312,603,17175,88407,13674,1126,8932,6185,13001,21081,25619,7721,1594,5285,59586,174567,3083,5163,958,1207,36364,7214,7259,5899,2894,1053,29908,26345,4599,8070,10223,4427,15,6212,12343,3246
2002,15575,15590,13961,8239,40905,34887,5725,616,18683,94224,13994,1191,9322,7569,14047,21697,27453,8012,1748,5740,62451,186185,3391,5578,1059,1277,37330,7560,7236,5926,2941,1166,32527,32098,4990,8249,11436,4833,13,6667,13288,3467
2003,16144,16324,15089,8808,42751,37377,6215,668,19369,98533,14537,1335,9776,7718,15310,24304,29166,8336,1689,5977,66860,201534,3769,5954,1132,1352,41050,8160,7750,6240,3357,1436,33628,32790,5440,9059,12768,5358,23,6863,15088,3539
2004,17147,17404,16063,9237,45686,41093,6438,676,21571,107460,15510,1491,10063,8230,16638,28297,31517,9128,1974,6451,72821,219267,4279,5945,1211,1632,45000,9039,8200,6862,3534,1512,34172,35845,5969,9218,13734,5721,23,7234,16559,3805
2005,19062,18625,17705,10243,49043,44936,7320,809,23148,115550,17769,1507,10350,9058,17843,29606,32283,9372,1995,7102,76178,228017,4675,6053,1357,1875,47045,9686,8689,7108,3737,1632,35111,39023,6463,9640,14921,5959,27,7454,19101,4233
2006,20783,20829,18749,11550,53199,49441,8306,837,24632,124142,19731,1711,11160,9606,19590,32894,35624,10288,2292,7613,83173,249233,5354,6655,1541,1937,51586,10536,9893,7514,3909,1810,37155,42653,7235,10691,16446,6319,32,7939,21396,4379
2007,22388,22995,20537,12390,56043,54158,9062,942,25560,131753,21273,1624,11147,10052,20671,34538,35758,10470,2350,7767,84718,257546,6159,6715,1496,2324,53689,10921,10178,7776,4050,1956,37151,44490,7226,10756,17073,6751,37,8225,23416,4581
2008,26148,25199,21274,13525,61221,59360,10130,1026,27906,143587,23933,1913,11696,10486,21987,37339,38609,11360,2566,8609,93161,275230,6621,7529,1557,2536,58041,11717,10891,8487,4227,2223,38530,49271,7588,11049,18862,7261,52,8653,25751,5002
2009,31054,31317,25507,14783,68994,68661,11995,1172,31593,164349,28942,2081,12209,11476,23818,40386,41682,11517,2596,9382,98798,293778,7200,7862,1824,2611,61230,12684,11923,8948,4605,2451,41194,53957,8140,11523,20334,7903,103,9495,27852,5168
