source_id,source_label,target_id,target_label,weight
0,1100,1,1102,5.69110598e-05
0,1100,2,1103,6.578764442e-05
0,1100,3,1104,5.454683924e-05
0,1100,4,1105,5.908323146e-05
0,1100,5,1106,6.654623576e-05
0,1100,6,1107,0.001232071663
0,1100,7,1108,0.9554170966
0,1100,8,1109,7.083702076e-05
0,1100,9,1110,7.014560833e-05
0,1100,10,1111,0.000283103931
0,1100,11,1302,5.454683924e-05
0,1100,12,1303,5.454683924e-05
0,1100,13,1304,6.039846267e-05
0,1100,14,1305,5.886203871e-05
0,1100,15,1306,5.595435141e-05
0,1100,16,1307,5.598045391e-05
0,1100,17,1308,5.454683924e-05
0,1100,18,1309,6.940069579e-05
0,1100,19,1310,5.829979636e-05
0,1100,20,1311,5.777117985e-05
0,1100,21,1312,5.619038711e-05
0,1100,22,1313,5.725494702e-05
0,1100,23,1314,5.4707034e-05
0,1100,24,1315,5.454683924e-05
0,1100,25,2402,5.454683924e-05
0,1100,26,2403,5.694086212e-05
0,1100,27,2404,5.821950981e-05
0,1100,28,2405,6.044934707e-05
0,1100,29,2406,5.454683924e-05
0,1100,30,2802,5.454683924e-05
0,1100,31,2803,5.454683924e-05
0,1100,32,2804,5.454683924e-05
0,1100,33,2805,5.454683924e-05
0,1100,34,2806,5.454683924e-05
0,1100,35,2807,5.454683924e-05
0,1100,36,2808,5.639245501e-05
0,1100,37,2809,5.510787742e-05
0,1100,38,3002,0.04085299745
0,1100,39,3003,5.454683924e-05
0,1100,40,3004,6.123877392e-05
0,1100,41,3005,7.41563199e-05
1,1102,0,1100,0.9993463159
1,1102,2,1103,5.858040595e-07
1,1102,3,1104,5.853182756e-07
1,1102,4,1105,6.517975635e-07
1,1102,5,1106,5.853182756e-07
1,1102,6,1107,5.853182756e-07
1,1102,7,1108,5.853182756e-07
1,1102,8,1109,5.853182756e-07
1,1102,9,1110,5.853182756e-07
1,1102,10,1111,5.584264727e-06
1,1102,11,1302,1.363933166e-06
1,1102,12,1303,8.515607419e-07
1,1102,13,1304,6.026210713e-07
1,1102,14,1305,6.045689815e-07
1,1102,15,1306,6.015094414e-07
1,1102,16,1307,6.04266404e-07
1,1102,17,1308,5.853182756e-07
1,1102,18,1309,5.853182756e-07
1,1102,19,1310,5.995112815e-07
1,1102,20,1311,5.853182756e-07
1,1102,21,1312,5.894776223e-07
1,1102,22,1313,6.657651852e-07
1,1102,23,1314,6.082540267e-07
1,1102,24,1315,8.70992892e-07
1,1102,25,2402,5.853182756e-07
1,1102,26,2403,5.853182756e-07
1,1102,27,2404,6.117345492e-07
1,1102,28,2405,6.209556886e-07
1,1102,29,2406,0.0006183640799
1,1102,30,2802,5.853182756e-07
1,1102,31,2803,2.035726538e-06
1,1102,32,2804,1.30040462e-06
1,1102,33,2805,7.809972544e-07
1,1102,34,2806,7.232473536e-07
1,1102,35,2807,1.508573291e-06
1,1102,36,2808,6.280356502e-07
1,1102,37,2809,5.853182756e-07
1,1102,38,3002,5.853182756e-07
1,1102,39,3003,2.254010269e-06
1,1102,40,3004,6.859254427e-07
1,1102,41,3005,6.274100883e-07
2,1103,0,1100,3.428496314e-07
2,1103,1,1102,1.02348281e-06
2,1103,3,1104,3.428496314e-07
2,1103,4,1105,3.428496314e-07
2,1103,5,1106,3.428496314e-07
2,1103,6,1107,0.0002091079368
2,1103,7,1108,7.632247434e-05
2,1103,8,1109,8.98713779e-07
2,1103,9,1110,1.773297072e-06
2,1103,10,1111,0.9996939898
2,1103,11,1302,3.428496314e-07
2,1103,12,1303,3.428496314e-07
2,1103,13,1304,3.428496314e-07
2,1103,14,1305,3.428496314e-07
2,1103,15,1306,3.428496314e-07
2,1103,16,1307,3.428496314e-07
2,1103,17,1308,3.428496314e-07
2,1103,18,1309,3.428496314e-07
2,1103,19,1310,3.428496314e-07
2,1103,20,1311,3.428496314e-07
2,1103,21,1312,3.428496314e-07
2,1103,22,1313,3.428496314e-07
2,1103,23,1314,3.428496314e-07
2,1103,24,1315,4.591476852e-07
2,1103,25,2402,3.428496314e-07
2,1103,26,2403,3.428496314e-07
2,1103,27,2404,3.428496314e-07
2,1103,28,2405,3.630467234e-07
2,1103,29,2406,3.428496314e-07
2,1103,30,2802,4.483943314e-07
2,1103,31,2803,9.419597973e-07
2,1103,32,2804,3.428496314e-07
2,1103,33,2805,3.428496314e-07
2,1103,34,2806,3.428496314e-07
2,1103,35,2807,3.428496314e-07
2,1103,36,2808,3.428496314e-07
2,1103,37,2809,3.428496314e-07
2,1103,38,3002,1.052331413e-06
2,1103,39,3003,3.428496314e-07
2,1103,40,3004,3.428496314e-07
2,1103,41,3005,3.295340548e-06
3,1104,0,1100,0.9620342851
3,1104,1,1102,0.0001038079281
3,1104,2,1103,9.635445895e-05
3,1104,4,1105,9.635445895e-05
3,1104,5,1106,9.635445895e-05
3,1104,6,1107,9.635445895e-05
3,1104,7,1108,9.635445895e-05
3,1104,8,1109,9.635445895e-05
3,1104,9,1110,9.635445895e-05
3,1104,10,1111,9.635445895e-05
3,1104,11,1302,0.0002302029898
3,1104,12,1303,9.748207231e-05
3,1104,13,1304,9.635445895e-05
3,1104,14,1305,9.635445895e-05
3,1104,15,1306,9.635445895e-05
3,1104,16,1307,9.635445895e-05
3,1104,17,1308,0.0001165454305
3,1104,18,1309,9.635445895e-05
3,1104,19,1310,9.635445895e-05
3,1104,20,1311,9.635445895e-05
3,1104,21,1312,9.635445895e-05
3,1104,22,1313,9.635445895e-05
3,1104,23,1314,9.635445895e-05
3,1104,24,1315,0.0001378931047
3,1104,25,2402,9.635445895e-05
3,1104,26,2403,9.645881073e-05
3,1104,27,2404,9.635445895e-05
3,1104,28,2405,9.635445895e-05
3,1104,29,2406,0.0333577469
3,1104,30,2802,0.0001184989014
3,1104,31,2803,0.0001247653272
3,1104,32,2804,0.000232068458
3,1104,33,2805,0.0001037206457
3,1104,34,2806,0.0001537774951
3,1104,35,2807,0.0002669049427
3,1104,36,2808,9.635445895e-05
3,1104,37,2809,9.635445895e-05
3,1104,38,3002,9.635445895e-05
3,1104,39,3003,0.0002243669442
3,1104,40,3004,9.635445895e-05
3,1104,41,3005,9.635445895e-05
4,1105,0,1100,3.307197767e-05
4,1105,1,1102,6.696356286e-05
4,1105,2,1103,3.307197767e-05
4,1105,3,1104,3.307197767e-05
4,1105,5,1106,3.307197767e-05
4,1105,6,1107,0.002777367365
4,1105,7,1108,0.005935459398
4,1105,8,1109,6.514292909e-05
4,1105,9,1110,0.0001000169359
4,1105,10,1111,0.9896206856
4,1105,11,1302,3.307197767e-05
4,1105,12,1303,3.307197767e-05
4,1105,13,1304,3.307197767e-05
4,1105,14,1305,3.307197767e-05
4,1105,15,1306,3.307197767e-05
4,1105,16,1307,3.307197767e-05
4,1105,17,1308,3.307197767e-05
4,1105,18,1309,3.307197767e-05
4,1105,19,1310,3.307197767e-05
4,1105,20,1311,3.307197767e-05
4,1105,21,1312,3.307197767e-05
4,1105,22,1313,3.307197767e-05
4,1105,23,1314,3.307197767e-05
4,1105,24,1315,3.742734771e-05
4,1105,25,2402,3.307197767e-05
4,1105,26,2403,3.307197767e-05
4,1105,27,2404,3.307197767e-05
4,1105,28,2405,3.601849312e-05
4,1105,29,2406,3.307197767e-05
4,1105,30,2802,3.930054299e-05
4,1105,31,2803,4.992067261e-05
4,1105,32,2804,3.307197767e-05
4,1105,33,2805,3.307197767e-05
4,1105,34,2806,3.307197767e-05
4,1105,35,2807,3.307197767e-05
4,1105,36,2808,3.307197767e-05
4,1105,37,2809,3.307197767e-05
4,1105,38,3002,0.0001656277163
4,1105,39,3003,3.307197767e-05
4,1105,40,3004,3.307197767e-05
4,1105,41,3005,0.0001140960885
5,1106,0,1100,0.9993029833
5,1106,1,1102,5.959264371e-08
5,1106,2,1103,5.139108339e-08
5,1106,3,1104,5.139108339e-08
5,1106,4,1105,5.139108339e-08
5,1106,6,1107,5.139108339e-08
5,1106,7,1108,5.139108339e-08
5,1106,8,1109,5.139108339e-08
5,1106,9,1110,5.139108339e-08
5,1106,10,1111,2.591649491e-07
5,1106,11,1302,1.859550451e-07
5,1106,12,1303,6.592203761e-08
5,1106,13,1304,5.139108339e-08
5,1106,14,1305,5.139108339e-08
5,1106,15,1306,5.139108339e-08
5,1106,16,1307,5.139108339e-08
5,1106,17,1308,5.453248164e-08
5,1106,18,1309,5.139108339e-08
5,1106,19,1310,5.139108339e-08
5,1106,20,1311,5.139108339e-08
