pub_year,1502,1503,1504,1506,1507,1508,1602,1603,1604,1605,1606,1607,1702,1703,1704,1705,1706,1707,1708,1709,1710,1711,1712,1902,1904,1906,1907,1908,1910,1911,1912,2100,2102,2103,2104,2105,2200,2202,2203,2204,2205,2206,2207,2208,2209,2210,2211,2212,2213,2214,2215,2216,2302,2303,2304,2305,2306,2307,2308,2309,2310,2311,2312,2500,2502,2503,2504,2505,2506,2507,2508,2602,2604,2605,2607,2608,2610,2611,2612,2613,2614,3102,3103,3104,3105,3106,3107,3108,3109
2015,11662,15838,1111,2106,13277,5387,28661,11283,37758,98896,16407,39646,179391,55946,11298,135272,26193,94841,19778,18729,202938,38116,12163,70391,19616,16112,23237,44570,42008,19262,4611,4349,9518,2256,817,71939,3559,120005,48050,244230,114160,83930,124716,353242,47468,211254,113069,72950,38014,39576,66546,7630,12940,106534,33304,55741,97633,48218,96300,43678,36317,28331,66658,10513,44658,11375,64461,222410,4568,48090,17351,9896,33970,721,7322,24570,24006,10540,12600,24501,2225,1312,75551,27985,12202,42700,112100,26567,40087
2016,11290,15931,1046,2079,13248,5681,26554,11025,36935,95176,15523,37717,180397,54538,10220,131143,27405,93949,19151,18793,197056,38225,11360,68514,20576,15846,24020,45693,43721,18960,4728,4304,7859,2046,877,73424,1686,119405,49820,246375,113498,83106,114533,355516,46789,207500,107403,71133,33208,37126,65765,7734,11162,108596,31485,56988,95946,49320,97270,43287,36717,28371,62875,10512,45293,11334,64957,223830,4544,47074,16962,9927,34883,898,6903,24035,23986,10685,12211,25000,2163,1377,74070,27886,11485,45397,112350,26502,39317
2017,10907,15533,919,2104,13413,5278,26954,10853,34641,83940,15146,36836,184910,53742,9894,126351,27969,94694,17499,18971,205391,36985,10806,66328,20078,15531,23776,45625,41486,18786,4546,4178,8421,2066,1016,76260,1460,119508,53005,246951,113766,83190,115728,354774,47520,211082,106655,71232,31679,36359,69128,6986,10880,106371,30537,57965,93210,50167,96378,40586,37573,28619,64492,9874,45183,11484,64960,225418,4510,46449,16447,9268,36085,966,6796,23885,23180,11065,11972,23696,1935,1499,73874,27120,11581,44814,109964,25042,39595
2018,11379,16093,1078,2010,13785,5745,27751,11208,35585,83912,14901,36443,201175,55236,10071,126481,29755,102184,17155,20345,225864,38098,10871,70373,21413,16268,26725,47595,42835,18312,4570,4136,9176,2443,1274,80229,1593,126158,58046,256679,118134,83411,122906,372276,52073,225894,113808,77896,33533,40081,72553,7660,11286,108300,31295,63248,100295,55527,102899,40356,40282,30989,67951,10511,46893,11748,66869,231744,4989,49415,16924,9723,37710,1051,7037,24180,23852,11235,12412,24110,2117,1503,73627,26419,11227,40569,108335,24214,40135
2019,11406,17164,960,2072,13773,5886,28790,11637,36453,85131,14913,37412,226362,56183,10395,126887,31525,113247,16182,22028,247250,40564,10922,69645,21597,17948,28128,51974,43487,18948,4726,4302,10377,2517,1624,86550,1548,134794,64147,270184,125248,86713,128805,390745,56665,234978,118706,82021,35908,41667,78802,7106,12161,111521,36862,68622,103363,60264,108738,40881,43096,32439,69488,11332,49589,12561,69908,243830,5394,52371,17210,9887,41110,1183,7099,24898,24212,12452,12838,25176,1941,1778,75750,27784,12097,42465,110756,24533,41762
2020,10743,17917,1040,2042,13414,6065,28513,11926,36718,84713,14244,35977,233022,58306,10407,117156,36011,109409,14540,21818,272652,38310,9646,70160,21418,16907,24360,51171,41402,17749,4184,4412,10006,2511,1671,89933,1584,120524,64838,271134,124375,81202,124919,370437,57483,231939,112417,78575,36186,55668,80020,16868,12290,113996,41466,70985,112490,68304,112450,41999,46867,34588,70545,10742,50858,11669,67781,241624,5388,51470,15910,9756,40921,1175,7087,25021,23823,30903,13080,25811,1980,1641,69087,25920,10363,37261,103126,22202,41472
2021,10377,17868,811,2007,12544,6028,28064,11377,36052,81477,13123,33757,242458,58286,10664,109534,31886,118506,13466,21630,270665,38792,8748,65256,20119,16084,23133,47110,39212,17192,3934,3978,11372,2581,1730,90740,1634,120887,65792,268093,125561,77779,122965,372334,55273,224638,110179,78025,36264,40345,79031,4594,12929,115828,40712,72928,113033,67406,102863,41641,49557,34755,68045,9959,49809,11102,67425,239526,5374,50931,15712,9575,41347,1276,6784,24827,23542,34426,13487,26084,1685,1767,60772,25140,8603,35879,98559,20673,42134
2022,10072,19495,665,1816,12121,6204,27921,12232,35872,80170,11462,33166,225223,54822,10260,98322,26365,116743,11795,21584,246387,37221,7470,57636,17907,15109,20287,44491,33778,14679,3065,3936,11736,2340,1424,96454,1191,119203,67184,266606,118278,74869,118403,371784,52199,222767,105211,74068,34725,37540,74968,3293,12106,108347,31177,73005,102827,67045,86504,35948,51457,35997,66581,8570,50919,11268,69613,244668,5611,52009,15585,9215,39904,1225,6548,23939,23286,27360,12548,22611,1465,1902,51517,23723,7158,33162,93222,18962,39677
2023,10058,19439,716,1680,11690,6224,27811,11795,35890,78414,10972,32190,254308,55086,12121,103240,28711,130424,12541,24126,265634,40437,7813,56644,18099,14549,21045,50572,92736,14864,3336,4373,13843,2073,1568,99357,1061,126131,72279,268489,126923,75110,126495,388072,57522,223933,104042,74968,36029,40628,80754,3466,12023,110286,60952,77214,101954,66442,92599,35075,52176,37599,65858,7935,50137,10765,68611,241753,5485,51402,14953,8779,40403,1184,6433,22858,21959,22539,11940,21951,1361,1955,106531,23586,7003,48362,93454,19996,39517
2024,11654,22724,889,1762,13019,6499,30281,12400,39261,84143,11110,35229,275330,56110,13679,111678,31466,134738,15038,25432,252966,42374,8000,58676,16963,15881,21297,38238,48849,13698,3003,4887,19297,1917,935,101306,1441,138615,83605,287438,130802,78769,144015,404883,69106,246575,111089,77200,37539,50490,83654,6687,12064,104900,34014,76009,96213,73258,86498,32829,51976,41528,67958,9040,54962,11614,65979,253562,5138,57217,14870,8836,41732,1189,6158,21922,23329,18775,12967,22023,1476,1899,66333,23025,9428,44316,93437,21405,39197
