pub_year,1312 - Molecular Biology,1110 - Plant Science,1311 - Genetics,1106 - Food Science,"1105 - Ecology, Evolution, Behavior and Systematic",2403 - Immunology,2805 - Cognitive Neuroscience,2804 - Cellular and Molecular Neuroscience,1307 - Cell Biology,1306 - Cancer Research,1100 - General Agricultural and Biological Science,1109 - Insect Science,1102 - Agronomy and Crop Science,1111 - Soil Science,1103 - Animal Science and Zoology,3004 - Pharmacology,1305 - Biotechnology,2808 - Neurology,1104 - Aquatic Science,1303 - Biochemistry,1308 - Clinical Biochemistry,3003 - Pharmaceutical Science,2404 - Microbiology,2405 - Parasitology,2807 - Endocrine and Autonomic Systems,1107 - Forestry,1304 - Biophysics,1310 - Endocrinology,2406 - Virology,1313 - Molecular Medicine
2005,1.0,0.49643595920158323,0.3201502628256217,0.18026613892595214,0.19865497756803469,0.189709056066481,0.15379104691459736,0.13627530871936314,0.12361311352096785,0.11162701148910639,0.06441690322465099,0.08271171566476525,0.06246026273607293,0.0586275756463182,0.05834101960222439,0.06459152331402065,0.05895890607230167,0.0458758316841436,0.024930375836161582,0.025409461722380924,0.02103052717357237,0.012442800727135961,0.02243644276490763,0.017972436890508727,0.022230480608215204,0.011842824009814545,0.019624611582237106,0.010866742484619999,0.010893607113753794,0.0
2006,1.0,0.487077608158144,0.3190885644110399,0.18077407238835652,0.19618335322024447,0.18956941762103338,0.15294059759142853,0.13039663111625027,0.12411892782896436,0.11292485207828472,0.06326497976455538,0.0790473964547993,0.0634535978907573,0.05895136522619824,0.05492477827119186,0.06577852131589845,0.05837320966544885,0.04548157077895186,0.025406041520590127,0.023806887841921608,0.020231344232180714,0.01059951861373878,0.021248241956051978,0.01861168858327285,0.021883803033471518,0.012104363229306336,0.017434875491534736,0.009262790154133812,0.00885685114339488,0.0
2007,1.0,0.4996041959210301,0.3125022375858736,0.19093668328115615,0.1984350821641533,0.18907103390390115,0.15247805176878676,0.12328402025562181,0.11774276315004356,0.11288968801091544,0.06455783314172968,0.07717582850346279,0.06697243691996801,0.06012244069900194,0.05719468389375743,0.0686471456360114,0.05772772657297315,0.043415132842987106,0.024786484583530572,0.019841917044238565,0.017148858135066652,0.008218404292982533,0.01894290476436729,0.015987302446029427,0.01828654624145242,0.011547932072859774,0.015486083210348984,0.006396512150588535,0.00643231352456571,0.0
2008,1.0,0.5099084542960214,0.32217833356291115,0.19634115014761233,0.2032694362437595,0.19143066688011198,0.15878097904388908,0.1187934879322733,0.11908759572464064,0.114359533746077,0.07269674508300168,0.07924157418403702,0.06916372869114587,0.06445055824637298,0.054551411158970844,0.07121876035426959,0.05720582705717232,0.045571816283147625,0.025702787322837282,0.01889363349701611,0.017642744658592974,0.007564899165701819,0.018971814049417553,0.015896712321627347,0.016484927906362034,0.013063598017936853,0.014388944525313746,0.007401092294003551,0.006946900513385627,0.0
2009,1.0,0.5483637962439545,0.3196267682794911,0.21446517178569185,0.2156271590980466,0.1885350585180998,0.16315627856988324,0.11862041049906134,0.12032326277662626,0.11580093377719156,0.08323737342015089,0.08511818771852689,0.08415509913531395,0.07586765208773877,0.06388138656840371,0.07206415007432532,0.05798770317330709,0.04583045453593786,0.026460509878636882,0.017478662004759612,0.015063961643950338,0.008008290936498963,0.019136151414274646,0.01648067890766214,0.015084898352281054,0.016731919407630733,0.014920894137023777,0.007613982929603808,0.0060995610270153326,0.0
2010,1.0,0.5499797853937871,0.3110365122182382,0.22349069796727222,0.2126841683180785,0.1816564047162996,0.18746893246995977,0.11209164838515122,0.11503767870043279,0.12220226536144378,0.08508692280671523,0.08062314009053492,0.08636607657690498,0.07836308083854163,0.06484911950477529,0.0745156779183595,0.05614026948389791,0.04251363657451899,0.025407440300634274,0.015542049694792585,0.013441056196605272,0.009699697112293794,0.018329014256268185,0.01592977246969466,0.01303013633260649,0.016566035484918577,0.0141237133900226,0.0068928493315924474,0.004145651208568342,0.0
2011,1.0,0.524040764153427,0.30412621282237523,0.22194768410001364,0.19876489563146058,0.18437120373512816,0.1716776041385829,0.11021102078489708,0.11247569597528523,0.12463643082115092,0.08460496642634889,0.07593322697183746,0.07416969839220748,0.07365586452548077,0.05697846655480736,0.07451542611735078,0.05581758263368403,0.04134776720154023,0.02458790206707118,0.013416773186753236,0.011818178934714553,0.009084075273489662,0.01580514912283484,0.01256038340887537,0.00997852681927321,0.015567263073424322,0.012538180710930389,0.004580099404650513,0.0006977990782708539,0.0
2012,1.0,0.5323359178770339,0.30548682506747377,0.23443423454344062,0.19959749762086773,0.18497948485935817,0.17569072840449929,0.1069065040016225,0.11075679807797313,0.12766501817501053,0.09649136491988955,0.07637872665720213,0.0774302251205167,0.07983899904834708,0.05489009188910903,0.07327727421644643,0.05384171359927612,0.04294294762788811,0.028774239847735535,0.011669448821354468,0.011170221064291174,0.00821541677717281,0.014930030109674098,0.01195650478166586,0.009110906566405091,0.015185884335169035,0.01028409179550383,0.003956379974726595,0.0018128207928360817,0.0
2013,1.0,0.5394193253971852,0.30428147033313085,0.24061095647811515,0.20028952132273165,0.19182752024080438,0.1884185426620851,0.10679045365392228,0.1101420105110142,0.13036317095357686,0.10779078306753584,0.07620636402924226,0.07850017075109327,0.08633356603836309,0.056919045848935146,0.07189376562070289,0.053800194021596234,0.04705779244524632,0.03134264757880994,0.012061373684989921,0.011305837874103556,0.009253802611736191,0.015536838415067197,0.012977083087784195,0.010069781287493465,0.017978730155851927,0.011009667836236102,0.004007361940941276,0.0,0.0013569423163519105
2014,1.0,0.5434149678071701,0.3053426714844389,0.24699707067552898,0.20048772508958976,0.18736673060623635,0.18556750085500587,0.10350180666458492,0.10845043196383697,0.12961889042542118,0.1162123983286494,0.07824716361095002,0.0829846396336114,0.09246256561240725,0.05608838530282077,0.06426075448692213,0.050333824032356395,0.043080400291445484,0.0318181142287847,0.010786456706963465,0.010955970914930634,0.007747096697446878,0.012805757535203938,0.012689774129752718,0.007669774427146065,0.021171432395057324,0.009391681908075716,0.0033783884254509227,0.0,0.0011598340545122005
2015,1.0,0.5417257746891966,0.31039343496920396,0.2540567556728738,0.20410673562103826,0.18814607313233614,0.19717837753715575,0.1061699797087396,0.11202092573638121,0.13662482716514932,0.1283018190306883,0.07882167034782453,0.08355929058401719,0.09435735363656497,0.057614609707482625,0.059060137549605846,0.051009475240472384,0.04715772713941113,0.036667923647398945,0.012770325677722112,0.014443307176162858,0.011330783458133563,0.014479220911370888,0.014359508460677453,0.01055265252862624,0.028871650295989034,0.013509550060754069,0.0057940826135622235,0.0,0.00510274321080764
2016,1.0,0.5236087974254431,0.3171809951558325,0.25270356087728824,0.21250218585773056,0.19142591552925367,0.20072769888237477,0.10630784853309772,0.11383333486726858,0.13945618927533832,0.13847447071564215,0.08901119465945104,0.08081077681548907,0.09423884598983308,0.05513270073843643,0.0534177611294672,0.04783116895069625,0.04467739807767235,0.039216588589362465,0.011995373651287432,0.014636810150969907,0.011633364932399474,0.015112330078322734,0.016158473918498954,0.009679131424504309,0.030384189422596092,0.015913044278574914,0.0070898487233056915,0.0,0.0073322104927306805
2017,1.0,0.5457691773295102,0.31629804595232985,0.264892192651164,0.20569604264295369,0.19609948338364763,0.21197691015422704,0.10761156513281714,0.11504187245007516,0.14733039447258398,0.15356389495888542,0.08703217168336091,0.08301860576740897,0.10514532203261377,0.05787618891232679,0.05349316020159406,0.044995515921635997,0.05140901110283065,0.04346398211421137,0.011620710126438378,0.015615329232401571,0.009410248961083252,0.017260543899758743,0.0163289924086448,0.011140724273389836,0.037271533049552226,0.0163732016319519,0.007749245285402114,0.0,0.010392325278833887
2018,1.0,0.5594143950765066,0.3220137689856262,0.2743706971919918,0.1985253334921018,0.1982339098090705,0.2165685331361262,0.10724078176753164,0.11363016767829333,0.15626576586457258,0.16983733544746069,0.08903776913603846,0.09353446790109143,0.11061565603231356,0.060431244379126545,0.05395098441666693,0.0439579723178837,0.054148400460010716,0.04191173936068538,0.011697683965116898,0.0156616727719406,0.009776794527501935,0.01753242480172222,0.01615364608630528,0.01097069155153342,0.04072097592464348,0.01847563478658699,0.007332595895626451,0.0,0.012123851931700316
2019,1.0,0.5530419503623984,0.31973800203990144,0.2817982423150173,0.1923615018247791,0.20468515415095873,0.22136841883569167,0.10355358050841083,0.11292870273701819,0.1657434959337363,0.17400840631948225,0.08827538067629652,0.09072446587979023,0.10876766485442385,0.060878120402323925,0.05579942774446474,0.04533515460226435,0.06082697243124359,0.04320499204197744,0.0130668022589351,0.017420397209126002,0.010831335052306322,0.019135358592407836,0.01664716023455858,0.011920485965899346,0.03653168616808427,0.019848421483351336,0.008962929755783482,0.0,0.015269173719570718
2020,1.0,0.56680007454276,0.3140172927371096,0.28904546812557497,0.19111639615335693,0.2080600838310246,0.21470089717536184,0.09947908809356891,0.11132606245618394,0.1643431215076569,0.17694439760871558,0.09110781781986091,0.09808584841197299,0.11287607857753483,0.06403578052481652,0.05950109595605527,0.04161083354779167,0.05990043217052544,0.04784639458559254,0.01134410653698593,0.015976406624839897,0.01188247091501238,0.01869485092927016,0.01735781412230337,0.012761010586846753,0.03624789608975895,0.01727203078734311,0.00784769612584711,0.0,0.017236534234945766
2021,1.0,0.5536739277692609,0.31305334711873267,0.2858152994164973,0.18098684445078256,0.21345680772933082,0.225409105493957,0.10010457889170142,0.10758256384660178,0.16350256099445018,0.16550203809999167,0.09037161158448904,0.09474491069200328,0.1051344670635911,0.06631549550191926,0.056347819886626974,0.041082866887708416,0.0653053584798032,0.05016815810426991,0.011447229253568161,0.01638204570572926,0.012703958548730198,0.020588969303718493,0.01811413359953415,0.0125375830392052,0.029252379763984454,0.020003684029139483,0.008497034950740966,0.0,0.018907388261019408
