dataset_id,test_mae,test_rmse,test_mape_pct
1,11358.688704281762,24871.791647013288,24.30901069095895
2,36440.89593421673,55475.42356593034,97.07958638904614
3,35786.814229558026,57363.173309777514,67.54397256277076
4,14573.696975465804,24623.905812462013,35.88340261688357
1702,1560.94629589923,2239.682661670334,61.21166145041832
1705,1701.6776979845624,2378.87283165935,83.71443055230094
1707,1426.211261858259,2181.18525813265,35.17269241272359
1710,2831.6425140478673,4847.860404826253,142.05635354572422
